29,0,2,0,1,0,0,0
19,0,1,1,0,0,0,0
17,0,1,1,0,0,0,0
48,0,3,0,0,1,0,0
62,0,3,0,0,1,0,0
35,0,4,0,0,0,1,0
14,0,2,0,1,0,0,0
90,0,2,0,1,0,0,0
76,0,4,0,0,0,1,0
24,0,3,0,0,1,0,0
87,0,3,0,0,1,0,0
2,0,3,0,0,1,0,0
15,1,3,0,0,1,0,0
48,1,3,0,0,1,0,0
19,1,4,0,0,0,1,0
29,1,3,0,0,1,0,0
96,1,3,0,0,1,0,0
28,1,4,0,0,0,1,0
23,1,3,0,0,1,0,0
2,1,3,0,0,1,0,0
64,10,3,0,0,1,0,0
2,10,5,0,0,0,0,1
14,10,4,0,0,0,1,0
17,10,3,0,0,1,0,0
29,10,3,0,0,1,0,0
15,10,3,0,0,1,0,0
28,10,3,0,0,1,0,0
19,10,2,0,1,0,0,0
62,10,5,0,0,0,0,1
27,10,4,0,0,0,1,0
2,100,5,0,0,0,0,1
62,100,4,0,0,0,1,0
35,100,5,0,0,0,0,1
15,100,2,0,1,0,0,0
59,100,3,0,0,1,0,0
87,100,4,0,0,0,1,0
27,100,4,0,0,0,1,0
0,100,5,0,0,0,0,1
48,100,5,0,0,0,0,1
29,100,3,0,0,1,0,0
24,101,2,0,1,0,0,0
17,101,2,0,1,0,0,0
87,101,4,0,0,0,1,0
19,101,4,0,0,0,1,0
34,101,3,0,0,1,0,0
2,101,3,0,0,1,0,0
28,101,4,0,0,0,1,0
14,101,5,0,0,0,0,1
11,102,1,1,0,0,0,0
96,102,5,0,0,0,0,1
45,102,5,0,0,0,0,1
14,102,1,1,0,0,0,0
29,102,5,0,0,0,0,1
28,102,4,0,0,0,1,0
39,102,1,1,0,0,0,0
2,102,5,0,0,0,0,1
62,102,4,0,0,0,1,0
59,102,1,1,0,0,0,0
24,102,5,0,0,0,0,1
84,102,5,0,0,0,0,1
93,103,3,0,0,1,0,0
45,103,3,0,0,1,0,0
96,103,4,0,0,0,1,0
6,103,3,0,0,1,0,0
17,103,4,0,0,0,1,0
48,103,3,0,0,1,0,0
2,103,4,0,0,0,1,0
68,103,3,0,0,1,0,0
7,103,4,0,0,0,1,0
58,103,2,0,1,0,0,0
15,103,4,0,0,0,1,0
21,103,3,0,0,1,0,0
29,103,4,0,0,0,1,0
15,104,3,0,0,1,0,0
17,104,3,0,0,1,0,0
89,104,3,0,0,1,0,0
25,104,3,0,0,1,0,0
68,104,5,0,0,0,0,1
22,104,3,0,0,1,0,0
14,104,4,0,0,0,1,0
19,104,3,0,0,1,0,0
45,104,4,0,0,0,1,0
19,105,4,0,0,0,1,0
28,105,5,0,0,0,0,1
60,105,3,0,0,1,0,0
17,105,5,0,0,0,0,1
27,105,5,0,0,0,0,1
2,105,5,0,0,0,0,1
15,105,3,0,0,1,0,0
68,105,2,0,1,0,0,0
29,105,5,0,0,0,0,1
17,106,5,0,0,0,0,1
20,106,1,1,0,0,0,0
93,106,4,0,0,0,1,0
33,106,2,0,1,0,0,0
24,106,3,0,0,1,0,0
45,106,4,0,0,0,1,0
47,106,4,0,0,0,1,0
28,106,4,0,0,0,1,0
89,106,4,0,0,0,1,0
86,106,4,0,0,0,1,0
27,106,3,0,0,1,0,0
2,106,3,0,0,1,0,0
2,107,4,0,0,0,1,0
93,107,3,0,0,1,0,0
19,107,4,0,0,0,1,0
51,107,3,0,0,1,0,0
87,107,3,0,0,1,0,0
86,107,3,0,0,1,0,0
29,107,2,0,1,0,0,0
48,107,4,0,0,0,1,0
28,107,4,0,0,0,1,0
24,108,5,0,0,0,0,1
70,108,5,0,0,0,0,1
36,108,5,0,0,0,0,1
1,108,5,0,0,0,0,1
29,108,5,0,0,0,0,1
48,108,5,0,0,0,0,1
96,108,2,0,1,0,0,0
68,108,5,0,0,0,0,1
67,108,1,1,0,0,0,0
5,108,5,0,0,0,0,1
43,108,5,0,0,0,0,1
51,108,5,0,0,0,0,1
28,109,3,0,0,1,0,0
4,109,3,0,0,1,0,0
29,109,4,0,0,0,1,0
14,109,5,0,0,0,0,1
93,109,3,0,0,1,0,0
19,109,3,0,0,1,0,0
89,109,3,0,0,1,0,0
24,109,3,0,0,1,0,0
91,109,2,0,1,0,0,0
45,11,4,0,0,0,1,0
14,11,4,0,0,0,1,0
86,11,5,0,0,0,0,1
78,11,4,0,0,0,1,0
48,11,3,0,0,1,0,0
17,11,4,0,0,0,1,0
29,11,4,0,0,0,1,0
19,11,4,0,0,0,1,0
60,11,3,0,0,1,0,0
59,11,3,0,0,1,0,0
37,110,1,1,0,0,0,0
2,110,4,0,0,0,1,0
17,110,2,0,1,0,0,0
19,110,2,0,1,0,0,0
48,110,3,0,0,1,0,0
93,110,4,0,0,0,1,0
29,110,3,0,0,1,0,0
21,110,3,0,0,1,0,0
59,111,1,1,0,0,0,0
0,111,1,1,0,0,0,0
15,111,3,0,0,1,0,0
19,111,4,0,0,0,1,0
17,111,4,0,0,0,1,0
24,111,5,0,0,0,0,1
96,111,1,1,0,0,0,0
35,111,1,1,0,0,0,0
68,111,4,0,0,0,1,0
19,112,1,1,0,0,0,0
24,112,2,0,1,0,0,0
29,112,2,0,1,0,0,0
18,112,5,0,0,0,0,1
17,112,3,0,0,1,0,0
95,112,2,0,1,0,0,0
59,112,2,0,1,0,0,0
28,112,4,0,0,0,1,0
14,113,1,1,0,0,0,0
4,113,3,0,0,1,0,0
17,113,4,0,0,0,1,0
68,113,3,0,0,1,0,0
45,113,3,0,0,1,0,0
62,113,4,0,0,0,1,0
24,113,3,0,0,1,0,0
19,113,3,0,0,1,0,0
15,114,3,0,0,1,0,0
36,114,3,0,0,1,0,0
96,114,3,0,0,1,0,0
29,114,3,0,0,1,0,0
47,114,3,0,0,1,0,0
48,114,3,0,0,1,0,0
68,114,3,0,0,1,0,0
28,114,3,0,0,1,0,0
93,114,3,0,0,1,0,0
2,114,5,0,0,0,0,1
19,114,4,0,0,0,1,0
60,114,2,0,1,0,0,0
11,115,3,0,0,1,0,0
28,115,3,0,0,1,0,0
14,115,4,0,0,0,1,0
7,115,2,0,1,0,0,0
45,115,4,0,0,0,1,0
19,115,4,0,0,0,1,0
47,115,2,0,1,0,0,0
60,115,2,0,1,0,0,0
21,115,2,0,1,0,0,0
35,115,4,0,0,0,1,0
93,115,4,0,0,0,1,0
48,115,3,0,0,1,0,0
2,116,5,0,0,0,0,1
29,116,3,0,0,1,0,0
17,116,2,0,1,0,0,0
15,116,3,0,0,1,0,0
62,116,4,0,0,0,1,0
24,116,2,0,1,0,0,0
28,116,3,0,0,1,0,0
48,116,4,0,0,0,1,0
47,116,3,0,0,1,0,0
84,117,3,0,0,1,0,0
35,117,4,0,0,0,1,0
87,117,3,0,0,1,0,0
24,117,3,0,0,1,0,0
93,117,4,0,0,0,1,0
94,117,3,0,0,1,0,0
62,117,4,0,0,0,1,0
8,117,3,0,0,1,0,0
95,117,3,0,0,1,0,0
29,117,2,0,1,0,0,0
26,118,2,0,1,0,0,0
29,118,4,0,0,0,1,0
24,118,3,0,0,1,0,0
19,118,4,0,0,0,1,0
28,118,4,0,0,0,1,0
2,118,4,0,0,0,1,0
60,119,3,0,0,1,0,0
48,119,2,0,1,0,0,0
2,119,4,0,0,0,1,0
45,119,3,0,0,1,0,0
12,119,1,1,0,0,0,0
29,119,3,0,0,1,0,0
24,119,3,0,0,1,0,0
0,119,1,1,0,0,0,0
17,119,4,0,0,0,1,0
93,119,5,0,0,0,0,1
68,12,3,0,0,1,0,0
17,12,2,0,1,0,0,0
48,12,4,0,0,0,1,0
14,12,5,0,0,0,0,1
29,12,3,0,0,1,0,0
86,12,3,0,0,1,0,0
24,120,3,0,0,1,0,0
59,120,5,0,0,0,0,1
48,120,2,0,1,0,0,0
27,120,4,0,0,0,1,0
23,120,3,0,0,1,0,0
93,120,5,0,0,0,0,1
84,120,4,0,0,0,1,0
15,120,2,0,1,0,0,0
60,120,4,0,0,0,1,0
82,120,3,0,0,1,0,0
2,120,4,0,0,0,1,0
64,120,4,0,0,0,1,0
68,120,3,0,0,1,0,0
29,121,4,0,0,0,1,0
47,121,4,0,0,0,1,0
48,121,2,0,1,0,0,0
17,121,4,0,0,0,1,0
24,121,3,0,0,1,0,0
45,121,5,0,0,0,0,1
4,121,3,0,0,1,0,0
93,121,4,0,0,0,1,0
14,121,4,0,0,0,1,0
2,121,3,0,0,1,0,0
87,122,3,0,0,1,0,0
27,122,5,0,0,0,0,1
2,122,4,0,0,0,1,0
93,122,4,0,0,0,1,0
47,122,4,0,0,0,1,0
39,122,4,0,0,0,1,0
15,123,2,0,1,0,0,0
2,123,3,0,0,1,0,0
93,123,3,0,0,1,0,0
24,123,2,0,1,0,0,0
34,123,3,0,0,1,0,0
10,123,5,0,0,0,0,1
59,123,4,0,0,0,1,0
29,123,1,1,0,0,0,0
87,123,3,0,0,1,0,0
76,123,3,0,0,1,0,0
28,124,2,0,1,0,0,0
29,124,1,1,0,0,0,0
59,124,5,0,0,0,0,1
17,124,2,0,1,0,0,0
89,124,1,1,0,0,0,0
90,124,1,1,0,0,0,0
93,124,1,1,0,0,0,0
63,124,1,1,0,0,0,0
2,124,1,1,0,0,0,0
7,124,1,1,0,0,0,0
15,124,2,0,1,0,0,0
19,124,1,1,0,0,0,0
83,124,2,0,1,0,0,0
39,124,4,0,0,0,1,0
14,124,4,0,0,0,1,0
29,125,3,0,0,1,0,0
82,125,4,0,0,0,1,0
92,125,3,0,0,1,0,0
19,125,4,0,0,0,1,0
53,125,3,0,0,1,0,0
68,125,4,0,0,0,1,0
28,125,3,0,0,1,0,0
15,125,3,0,0,1,0,0
14,125,4,0,0,0,1,0
28,126,1,1,0,0,0,0
93,126,1,1,0,0,0,0
43,126,1,1,0,0,0,0
24,126,1,1,0,0,0,0
17,126,1,1,0,0,0,0
3,126,1,1,0,0,0,0
62,126,1,1,0,0,0,0
78,126,1,1,0,0,0,0
29,126,1,1,0,0,0,0
14,127,5,0,0,0,0,1
48,127,4,0,0,0,1,0
88,127,4,0,0,0,1,0
95,127,4,0,0,0,1,0
2,127,4,0,0,0,1,0
45,127,4,0,0,0,1,0
29,127,3,0,0,1,0,0
19,127,2,0,1,0,0,0
35,127,4,0,0,0,1,0
28,127,2,0,1,0,0,0
0,127,4,0,0,0,1,0
29,128,3,0,0,1,0,0
68,128,3,0,0,1,0,0
14,128,3,0,0,1,0,0
48,128,2,0,1,0,0,0
15,128,3,0,0,1,0,0
2,128,5,0,0,0,0,1
93,128,3,0,0,1,0,0
17,128,3,0,0,1,0,0
24,128,3,0,0,1,0,0
19,129,3,0,0,1,0,0
2,129,5,0,0,0,0,1
64,129,3,0,0,1,0,0
17,129,3,0,0,1,0,0
93,129,4,0,0,0,1,0
4,129,3,0,0,1,0,0
48,13,5,0,0,0,0,1
24,13,2,0,1,0,0,0
37,13,2,0,1,0,0,0
93,13,2,0,1,0,0,0
52,13,4,0,0,0,1,0
60,13,4,0,0,0,1,0
21,13,1,1,0,0,0,0
2,13,5,0,0,0,0,1
78,13,5,0,0,0,0,1
84,13,5,0,0,0,0,1
89,13,2,0,1,0,0,0
28,13,2,0,1,0,0,0
45,130,3,0,0,1,0,0
17,130,3,0,0,1,0,0
93,130,3,0,0,1,0,0
68,130,4,0,0,0,1,0
91,130,1,1,0,0,0,0
29,130,2,0,1,0,0,0
19,130,2,0,1,0,0,0
24,130,3,0,0,1,0,0
7,130,1,1,0,0,0,0
93,131,4,0,0,0,1,0
89,131,4,0,0,0,1,0
6,131,3,0,0,1,0,0
7,131,3,0,0,1,0,0
15,131,5,0,0,0,0,1
62,131,3,0,0,1,0,0
29,131,4,0,0,0,1,0
14,131,5,0,0,0,0,1
17,131,3,0,0,1,0,0
24,131,4,0,0,0,1,0
28,131,5,0,0,0,0,1
86,132,3,0,0,1,0,0
48,132,3,0,0,1,0,0
19,132,3,0,0,1,0,0
29,132,4,0,0,0,1,0
78,132,4,0,0,0,1,0
95,132,4,0,0,0,1,0
2,132,5,0,0,0,0,1
48,133,1,1,0,0,0,0
68,133,2,0,1,0,0,0
27,133,1,1,0,0,0,0
90,133,2,0,1,0,0,0
5,133,1,1,0,0,0,0
45,133,1,1,0,0,0,0
19,133,4,0,0,0,1,0
35,133,2,0,1,0,0,0
93,133,1,1,0,0,0,0
29,133,2,0,1,0,0,0
60,133,1,1,0,0,0,0
59,133,1,1,0,0,0,0
95,134,4,0,0,0,1,0
87,134,4,0,0,0,1,0
11,134,4,0,0,0,1,0
14,134,3,0,0,1,0,0
62,134,5,0,0,0,0,1
29,134,3,0,0,1,0,0
42,134,2,0,1,0,0,0
24,134,3,0,0,1,0,0
2,134,3,0,0,1,0,0
62,135,4,0,0,0,1,0
96,135,1,1,0,0,0,0
27,135,4,0,0,0,1,0
28,135,3,0,0,1,0,0
93,135,2,0,1,0,0,0
45,135,4,0,0,0,1,0
2,135,3,0,0,1,0,0
14,135,4,0,0,0,1,0
47,135,2,0,1,0,0,0
15,135,3,0,0,1,0,0
68,135,3,0,0,1,0,0
64,135,1,1,0,0,0,0
19,136,3,0,0,1,0,0
4,136,2,0,1,0,0,0
2,136,3,0,0,1,0,0
24,136,3,0,0,1,0,0
18,136,3,0,0,1,0,0
28,136,3,0,0,1,0,0
17,136,3,0,0,1,0,0
89,136,3,0,0,1,0,0
63,136,3,0,0,1,0,0
29,136,2,0,1,0,0,0
40,136,3,0,0,1,0,0
91,136,3,0,0,1,0,0
29,137,5,0,0,0,0,1
68,137,5,0,0,0,0,1
96,137,5,0,0,0,0,1
19,137,5,0,0,0,0,1
28,137,5,0,0,0,0,1
6,137,5,0,0,0,0,1
93,137,5,0,0,0,0,1
45,137,5,0,0,0,0,1
2,137,5,0,0,0,0,1
7,137,4,0,0,0,1,0
24,137,5,0,0,0,0,1
62,137,3,0,0,1,0,0
68,138,2,0,1,0,0,0
89,138,1,1,0,0,0,0
28,138,5,0,0,0,0,1
29,138,3,0,0,1,0,0
19,138,4,0,0,0,1,0
15,138,2,0,1,0,0,0
90,138,3,0,0,1,0,0
51,138,3,0,0,1,0,0
48,138,2,0,1,0,0,0
24,138,2,0,1,0,0,0
83,139,4,0,0,0,1,0
62,139,3,0,0,1,0,0
2,139,3,0,0,1,0,0
39,139,3,0,0,1,0,0
89,139,1,1,0,0,0,0
48,139,4,0,0,0,1,0
29,139,2,0,1,0,0,0
15,139,1,1,0,0,0,0
24,14,2,0,1,0,0,0
19,14,2,0,1,0,0,0
62,14,1,1,0,0,0,0
4,14,2,0,1,0,0,0
93,14,4,0,0,0,1,0
15,14,2,0,1,0,0,0
36,14,3,0,0,1,0,0
34,14,2,0,1,0,0,0
29,14,3,0,0,1,0,0
21,14,2,0,1,0,0,0
28,14,3,0,0,1,0,0
5,14,2,0,1,0,0,0
19,140,3,0,0,1,0,0
64,140,3,0,0,1,0,0
17,140,3,0,0,1,0,0
48,140,3,0,0,1,0,0
2,140,5,0,0,0,0,1
93,140,3,0,0,1,0,0
15,140,3,0,0,1,0,0
29,140,2,0,1,0,0,0
34,140,2,0,1,0,0,0
14,141,2,0,1,0,0,0
24,141,1,1,0,0,0,0
2,141,5,0,0,0,0,1
28,141,2,0,1,0,0,0
87,141,5,0,0,0,0,1
91,141,1,1,0,0,0,0
93,141,5,0,0,0,0,1
29,141,2,0,1,0,0,0
87,142,3,0,0,1,0,0
28,142,3,0,0,1,0,0
19,142,3,0,0,1,0,0
24,142,3,0,0,1,0,0
17,142,2,0,1,0,0,0
62,142,4,0,0,0,1,0
95,142,4,0,0,0,1,0
48,142,4,0,0,0,1,0
15,142,3,0,0,1,0,0
44,143,1,1,0,0,0,0
2,143,5,0,0,0,0,1
15,143,4,0,0,0,1,0
87,143,5,0,0,0,0,1
62,143,4,0,0,0,1,0
68,143,2,0,1,0,0,0
17,143,3,0,0,1,0,0
84,143,3,0,0,1,0,0
48,143,4,0,0,0,1,0
14,144,3,0,0,1,0,0
7,144,5,0,0,0,0,1
84,144,5,0,0,0,0,1
96,144,5,0,0,0,0,1
24,144,5,0,0,0,0,1
60,144,3,0,0,1,0,0
29,144,5,0,0,0,0,1
77,144,5,0,0,0,0,1
68,144,5,0,0,0,0,1
29,145,4,0,0,0,1,0
64,145,3,0,0,1,0,0
40,145,4,0,0,0,1,0
87,145,5,0,0,0,0,1
83,145,5,0,0,0,0,1
15,145,4,0,0,0,1,0
34,145,4,0,0,0,1,0
63,145,4,0,0,0,1,0
82,145,4,0,0,0,1,0
19,145,3,0,0,1,0,0
21,145,3,0,0,1,0,0
28,145,3,0,0,1,0,0
28,146,4,0,0,0,1,0
45,146,5,0,0,0,0,1
62,146,5,0,0,0,0,1
2,146,4,0,0,0,1,0
68,146,3,0,0,1,0,0
29,146,5,0,0,0,0,1
7,146,3,0,0,1,0,0
5,146,5,0,0,0,0,1
75,146,3,0,0,1,0,0
11,147,4,0,0,0,1,0
2,147,4,0,0,0,1,0
62,147,4,0,0,0,1,0
93,147,4,0,0,0,1,0
14,147,5,0,0,0,0,1
48,147,3,0,0,1,0,0
29,147,3,0,0,1,0,0
24,147,1,1,0,0,0,0
87,147,5,0,0,0,0,1
28,147,1,1,0,0,0,0
19,147,1,1,0,0,0,0
76,147,3,0,0,1,0,0
19,148,3,0,0,1,0,0
47,148,2,0,1,0,0,0
15,148,3,0,0,1,0,0
14,148,3,0,0,1,0,0
21,148,2,0,1,0,0,0
90,148,2,0,1,0,0,0
28,148,3,0,0,1,0,0
27,148,4,0,0,0,1,0
48,148,3,0,0,1,0,0
2,149,4,0,0,0,1,0
48,149,3,0,0,1,0,0
84,149,3,0,0,1,0,0
86,149,4,0,0,0,1,0
47,149,3,0,0,1,0,0
67,149,3,0,0,1,0,0
78,149,4,0,0,0,1,0
17,149,3,0,0,1,0,0
89,149,3,0,0,1,0,0
93,149,4,0,0,0,1,0
19,149,3,0,0,1,0,0
60,149,3,0,0,1,0,0
24,15,3,0,0,1,0,0
28,15,3,0,0,1,0,0
48,15,3,0,0,1,0,0
29,15,3,0,0,1,0,0
